name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
Chryseobacterium,60.48556969829767,184,265,49.52414462796515,0.37890549194643897,0.818776195297355
Boseongicola,64.14717807344783,134,167,49.50276553557409,0.7084382871536524,0.7717060519621605
Catonella,51.3916914433224,110,210,49.48793818443365,0.8532423208191127,0.9629560108760321
"unclassfied_p:""Planctomycetes""",62.4260331423784,179,436,49.459134966003234,0.7536534446764092,0.7922838033485026
unclassfied_f:Erysipelotrichaceae,55.75996212227625,127,212,49.45282077585607,0.5434649992374562,0.8868876321581922
Flavisolibacter,69.14762434929062,254,546,49.45112989363995,0.8947945205479452,0.7151529840539961
unclassfied_o:Syntrophobacterales,56.83079113870219,160,515,49.34586637898369,1.0,0.8682945528340321
Salinarimonas,56.013879391130786,175,380,49.30944945144854,0.7964912280701755,0.8803077020809985
Selenomonas,60.780850222954825,129,232,49.24926814260816,0.8576526566217287,0.8102760649440276
unclassfied_f:Coriobacteriaceae,58.0041195998016,140,209,49.22182541554315,0.4776228906823184,0.8485918889063099
Propionigenium,59.159479259694265,207,475,49.184588608830914,0.96,0.8313898165486506
Cobetia,55.724451408315204,175,312,49.078891039000055,0.12960893854748604,0.8807424711888057
Chondromyces,72.17674098567775,175,485,49.032252719320475,0.8145645645645646,0.6793359197120038
unclassfied_f:Burkholderiaceae,70.17988224221408,231,460,48.86106526284746,0.4570093457943925,0.696226093600609
Fodinicurvata,56.988779960631646,157,476,48.838346144485826,0.8935185185185185,0.8569817809439645
unclassfied_c:Thermoplasmata,65.20234542035715,228,515,48.837770686341926,0.975,0.7490186184482567
unclassfied_f:Pseudonocardiaceae,52.746200302781624,134,217,48.73737319878332,0.8374485596707819,0.9239978030457884
Granulosicoccus,52.932929140966976,109,142,48.73061853201157,0.6813627254509018,0.9206106543289125
Sporomusa,51.721930109209936,163,542,48.64944098246158,0.9903147699757869,0.9405960079165481
Actinomadura,51.77759130457017,139,268,48.60628154820362,0.07078161690707817,0.9387513077286267
Asaccharobacter,56.96311720401151,136,240,48.53846449920376,0.786096256684492,0.8521033763894077
Pelagicoccus,56.43710449018711,169,340,48.47177137140672,0.8484848484848485,0.8588635403829877
Leptonema,52.490865076988115,139,522,48.41526977793393,1.0,0.9223561034272053
GpVIII,53.40730683210715,137,189,48.414671281676355,0.5757348811084066,0.9065177436090196
unclassfied_f:Planctomycetaceae,74.78250653801078,163,314,48.342845011394274,0.4478960040919695,0.6464459035860527
Thiobacillus,57.884817415757,175,479,48.30070298904019,0.8374836173001311,0.8344278369597502
Paucibacter,52.604354399934465,142,453,48.2495870567232,0.8985209531635169,0.9172165994072785
Methanothrix,59.984143526628564,169,570,48.18152324347111,0.9891304347826086,0.8032376626680023
unclassfied_f:Rhodobacteraceae,66.26993619745731,123,162,47.97357967624285,0.501201774505899,0.7239116623456706
Bacillus,64.12009625970644,171,392,47.95355412189225,0.32098663586866855,0.7478709003752172
Ensifer,71.22705314053762,190,448,47.877101314908344,0.5948128211402006,0.6721757984349339
Kineosporia,53.71058583043482,147,438,47.85333765199965,0.8793774319066148,0.8909479744472235
Gaetbulibacter,49.54274432832034,114,146,47.848198164455766,0.948663101604278,0.9657962798218283
Bizionia,55.841039956950915,162,402,47.84785150714046,0.8618181818181818,0.8568581735588632
unclassfied_o:Lactobacillales,56.502575771304734,145,184,47.80645755176717,0.4044170890658943,0.8460934196215183
unclassfied_o:Gammaproteobacteria_incertae_sedis,57.32247108395805,177,371,47.797940493142725,0.9823434991974318,0.8338429866907673
Thiohalospira,53.98750854655346,146,339,47.72067200998951,0.9511002444987775,0.8839206196900149
Haloferula,50.24242730087899,116,172,47.626523630963625,0.5681186283595923,0.9479343692085196
Microvirga,64.57865157480771,188,330,47.60279786197576,0.683044982698962,0.7371290155668987
Gp5,57.303159994698575,131,405,47.53756312988112,0.8599728102544183,0.829580133700813
SR1_genera_incertae_sedis,69.33163086402587,200,476,47.42244670188346,0.6433970653623833,0.683994392038592
Aquamicrobium,53.35063311592246,133,154,47.40196413211113,0.6371681415929203,0.8884986243577313
Ferribacterium,57.2138214743661,192,636,47.39056366823645,0.9760479041916168,0.8283062107548466
Methanothermobacter,49.61258723083898,146,208,47.32063765631293,0.6415770609318996,0.9538030628424597
unclassfied_o:Xanthomonadales,57.83553984428604,193,512,47.274499208994094,0.9176954732510288,0.8173953132671357
Paraeggerthella,50.3030400047853,108,112,47.2614226200478,0.635483870967742,0.9395341238929465
Desulfuromusa,48.79961102223368,128,288,47.188298165584996,0.9607612320973121,0.9669810307316886
Tateyamaria,50.949782580711286,121,159,47.15040298647522,0.8933912204534491,0.9254289341035492
unclassfied_f:Rhodobiaceae,53.19349488034052,141,302,47.01964264268844,0.8247311827956989,0.8839359539819625
Anaeromyxobacter,49.154195218772045,111,382,46.974419698276925,0.9713498622589531,0.9556543340645997
Butyricimonas,49.334583043158986,107,208,46.95806386922909,0.8971887550200803,0.9518285343194071
Methanomassiliicoccus,59.76999116664021,188,673,46.88381471469383,0.9381533101045296,0.7844039090449352
unclassfied_f:Pseudomonadaceae,61.11596224517999,217,484,46.672905648067086,0.7587354409317804,0.7636778336374475
Hathewaya,48.885833705809404,103,104,46.64280358836348,0.9637305699481865,0.9541169711670607
Litorimonas,49.54066474958403,114,150,46.62480946305614,0.6690170053919535,0.9411421848845423
Promicromonospora,56.78484169166749,216,391,46.551812553915745,0.7709923664122137,0.8197929441572552
Actinomyces,62.028596216227314,136,206,46.458998178704064,0.5434345754148246,0.7489932226863764
Phytohabitans,51.210604567401575,155,418,46.40780074920507,1.0,0.9062146627877586
Sphaerotilus,54.22255785872923,193,610,46.27687090152229,0.9799789251844047,0.8534615984382636
Anaerobiospirillum,53.228085033025664,179,297,46.19459494787592,0.9473684210526315,0.8678612976441709
unclassfied_f:Leptospiraceae,52.80572120091807,138,324,45.95769464410856,0.6578947368421053,0.8703165793199988
Saccharibacteria_genera_incertae_sedis,63.49013734215592,227,528,45.9399899399165,0.743859649122807,0.7235767926022969
Azospirillum,52.57002086614537,177,535,45.93907817245485,0.8169014084507042,0.8738645603627525
Propionispira,51.24792119318089,140,314,45.90126054675833,0.7910447761194029,0.8956706824015723
Methanosarcina,55.04268439787423,151,467,45.88567337298861,0.9821428571428571,0.8336380006706346
Clostridium_XI,52.72857835626437,111,111,45.87445755902119,0.4625369489782804,0.8700112726170459
Desulfotalea,51.660107572050656,147,337,45.64005288760683,0.8783068783068783,0.8834680187986906
Terrimicrobium,64.57809340367113,198,552,45.63239206043902,0.8302808302808303,0.7066234020753067
unclassfied_c:Actinobacteria,87.52463420426488,215,452,45.609623722219155,0.45661189021767185,0.5211061335689272
Desulfofrigus,50.04954873963383,153,367,45.60589093279798,0.9651162790697675,0.9112148277309652
unclassfied_f:Puniceicoccaceae,55.89964468049737,169,418,45.52834864011567,0.7615265066482473,0.8144657967029958
Mariniradius,49.15868312126301,153,363,45.49456917578796,1.0,0.9254635455462357
Holdemanella,50.75135885298179,142,258,45.43073473204877,0.9264049955396967,0.8951629229013163
Enterorhabdus,60.46890380683844,207,330,45.406373317925535,0.9736842105263158,0.7509045221486307
Sorangium,60.04786946151425,164,265,45.36500493972302,0.54,0.7554806747772835
Gp26,49.06654052516194,133,312,45.28714204603345,0.898876404494382,0.9229740177587951
Thermomarinilinea,50.94252318895956,168,590,45.22842005886837,0.9962406015037594,0.8878323496286974
Desulfatiferula,52.028135574264375,173,588,45.12975183218132,0.7246376811594203,0.867410514216171
Polymorphobacter,54.62282890403166,186,417,45.0684592709407,0.8453148239960337,0.8250846793402573
unclassfied_f:Helicobacteraceae,61.95304244779742,194,499,44.94550192010199,0.3968944099378882,0.7254769119365486
Paraprevotella,47.510048452031796,113,199,44.92656088835079,0.9623965455199712,0.9456222915392434
Methermicoccus,53.8189107139833,178,595,44.913019143359584,1.0,0.834521147818219
Reichenbachiella,50.01858349500811,150,275,44.66265998339547,0.7303609341825902,0.8929213276871952
Planctomicrobium,47.870004067407045,148,301,44.488614957540356,0.8491620111731844,0.9293630912354788
Rubricoccus,56.134099686082564,172,357,44.278443051735415,0.7439024390243902,0.788797598952379
Nibribacter,51.794176554635904,132,296,44.09211675524894,0.6923076923076923,0.8512948691970742
Vibrionimonas,50.02550981111294,145,322,44.00313488933038,0.8761904761904762,0.8796139220865129
Seinonella,58.813429546346285,195,577,43.929002363840766,0.8670520231213873,0.7469212848610323
Planktomarina,56.654328488364214,147,190,43.928849932960496,0.83994176586452,0.7753838251208414
Oryzihumus,48.57571369124008,141,437,43.88920277668677,0.936036036036036,0.9035215222087729
Fusibacter,46.2159490351659,134,329,43.82592321362638,0.9547038327526133,0.9482856920298026
Desulfobacula,45.48712296538773,119,293,43.744855859629986,0.925476603119584,0.9616975752218166
Dokdonia,49.543586502770054,116,154,43.718949852520396,0.8293209876543209,0.8824340936657059
Methylomonas,54.563605078329886,168,558,43.60444047665674,0.9719683120048751,0.799148817495829
Campylobacter,53.68827692502509,132,213,43.53888260427015,0.6733599663582843,0.8109569741839838
Glaciecola,51.092586046140006,112,181,43.47883725235365,0.7334433670311533,0.8509813383313455
Weissella,54.714467173000685,169,232,43.43252788638966,0.05168563224502818,0.7938033600704021
"unclassfied_o:""Flavobacteriales""",47.75808291143669,120,137,43.363703270308946,0.7668279633345135,0.9079866826045605
Gp11,44.2593472277911,95,360,43.311597153797535,0.9523500810372771,0.9785864425628388
Caldithrix,48.985732849349105,144,344,43.22347371622355,0.9304703476482618,0.8823686245371315
Pontibacter,51.0471696422263,114,127,43.18395629471537,0.524136802487318,0.8459618152657289
Desulfovibrio,47.97626274574969,127,227,43.129516611244206,0.6584871679423683,0.8989761632707652
Facklamia,50.882191832365734,139,205,43.05818734016602,0.5653179190751445,0.8462329508528968
Smaragdicoccus,48.077293422208356,161,382,43.02051061483741,0.90625,0.8948197278294567
Clostridium_III,60.02801553329682,157,463,42.96423521966582,0.7775151924375422,0.7157363913826881
Sporobacter,47.28347843950334,137,461,42.94050941758149,0.9410112359550562,0.9081503906807862
Streptophyta,42.935448820178195,64,92,42.93544882017819,0.7069004038841625,0.9999999999999999
Chitinibacter,49.74556302009094,140,341,42.888873951105396,0.8305084745762712,0.8621648112372091
Acholeplasma,59.784609433945754,234,661,42.85759737619857,0.9168,0.7168667284437253
Gp19,47.180980679628505,92,341,42.644537407069116,0.9541284403669725,0.9038501699792326
Cetobacterium,45.82015351990464,114,121,42.48828182320977,0.41515865456915135,0.9272837072610968
unclassfied_o:Chromatiales,71.1672282620834,197,562,42.460199614706916,0.8211286957406748,0.5966257314158874
Propionivibrio,45.44324263071037,129,310,42.20673998466378,0.7,0.9287792318794746
unclassfied_f:Iamiaceae,52.80329435292718,145,430,42.08524490184241,0.8073248407643312,0.7970193037682958
Prauserella,48.204825814608505,156,227,42.069379110619806,0.9767441860465116,0.8727213178285286
Longilinea,48.62062748371554,151,501,42.04575057265116,0.8703703703703703,0.8647718622457825
Sulfurovum,45.59619474162133,128,302,42.00475834151522,0.899528531946025,0.9212338568940325
Akkermansia,45.40509051365314,108,212,41.986485667052605,0.7372231686541738,0.9247087758679267
Ilumatobacter,65.07388335041918,161,308,41.9846158548773,0.4478330658105939,0.6451838079002066
Leminorella,44.730929992289425,102,107,41.98154950051518,0.716287504121332,0.9385351368225928
Paracoccus,54.76237617945931,147,174,41.91518283875632,0.5866159977755121,0.7654010976696477
Colwellia,46.153628842237595,128,224,41.51389321999751,0.43691241959426025,0.8994719215232321
Acetobacteroides,43.442986454623565,126,304,41.48916165208631,0.9583949704142012,0.9550255412440847
Allobaculum,48.70713476824921,153,248,41.482146012710515,0.7730307076101469,0.8516646731548566
Mesorhizobium,58.27221701920185,172,403,41.47054194766306,0.6836183618361836,0.7116691979300821
Roseiarcus,48.84587647475348,154,359,41.36462851378538,0.8685503685503686,0.8468397232090846
Methylophaga,42.58746495280884,87,123,41.328403514213136,0.4989217391304348,0.9704358679252013
Rhizobacter,52.83246653592516,148,452,41.229441983589425,0.887144259077527,0.7803807902013078
Parvimonas,55.449341175619494,125,232,41.173250694318874,0.8093354430379747,0.7425381406050381
unclassfied_f:Rhodocyclaceae,52.13307992321372,137,494,41.169402217748534,0.9280474040632054,0.7896982545129987
Methylocystis,44.236316241845905,135,321,41.15607508736921,0.7526881720430108,0.9303684977375466
Hansschlegelia,55.02988522278403,193,507,41.090116715439,0.8571428571428571,0.7466873054357464
Brevundimonas,57.01458741393246,196,356,41.08835650772672,0.3959113951950628,0.7206639278018541
Kocuria,55.736579550713316,140,184,41.08075921988283,0.5160947625624137,0.737052032095089
unclassfied_f:Holophagaceae,43.180739834529916,129,310,41.02399951814646,0.8778709442216551,0.9500531874940504
Gaetbulimicrobium,42.58381038914736,113,237,40.97725296325905,0.8943089430894309,0.962273046699979
Brevinema,50.79403621809455,164,502,40.78906808660575,1.0,0.8030286845382709
Namhaeicola,46.367915541951916,113,289,40.70149702845394,0.8333333333333334,0.8777944091885861
Agrococcus,51.238529671015186,195,452,40.68764578309234,0.7428807263722658,0.7940830083207616
Syntrophus,51.53512642608143,158,497,40.687410987545874,0.959073774905762,0.7895083180964967
Roseibaca,51.87228492755355,162,444,40.68636787795963,0.6740088105726872,0.7843565775979116
Solirubrobacter,56.18941372397208,170,489,40.6507925507689,0.6618444846292948,0.7234599875069716
Pseudophaeobacter,42.18120365085558,105,142,40.59098400591553,0.8028328611898017,0.9623002781498912
Desulfacinum,45.17616077668076,151,449,40.590206041924944,1.0,0.8984872849770135
Faecalicoccus,46.220641061452866,155,252,40.580908086322445,0.9846153846153847,0.8779823722558913
Parcubacteria_genera_incertae_sedis,46.78823203501938,160,410,40.53516814728506,0.6747881355932204,0.8663539181592903
Gp10,59.293562315480564,141,518,40.53036799561882,0.7945085694298706,0.6835542749138722
Marinicella,43.05044610494704,83,122,40.51655117658681,0.910958904109589,0.9411412619933558
Fibrobacter,43.9245196830237,121,210,40.38874295098674,0.9162650602409639,0.9195033489824705
Olsenella,42.80595776156724,102,206,40.36130422789843,0.78076171875,0.9428898765147193
Roseivivax,42.02105370404268,140,319,40.05859718141313,0.9351145038167938,0.9532982552876642
Psychrobacter,49.23837906809264,111,128,40.00000726466,0.16778666143457432,0.8123745749092038
Oscillochloris,46.32778660458428,140,335,39.968496169996754,0.8785046728971962,0.8627326945518641
Methylobacter,62.446706191099466,165,587,39.960972079974304,0.9553466509988249,0.6399212147024329
unclassfied_o:Actinomycetales,50.783056569322014,115,234,39.95341056579838,0.45123622752912645,0.7867468652907786
Methanobacterium,47.83108435896124,140,484,39.81427513060007,0.9616161616161616,0.8323933204566958
Ahrensia,43.099402192327034,107,144,39.719218277624,0.89280868385346,0.921572371244982
Streptacidiphilus,51.29977128825985,185,343,39.6800238193722,0.8318318318318318,0.7734931915467064
Desulfopila,43.054449660498705,134,323,39.59443315133781,0.950544015825915,0.9196362620717606
Rhizobium,59.02958825765574,195,267,39.35099646236331,0.4143673355629877,0.6666317286612575
Inhella,45.64585624527712,153,323,39.32611927496754,0.9512195121951219,0.8615485064766756
Desulfoconvexum,46.3508704287285,147,369,39.30852726605457,0.9419876367094627,0.8480644894575906
Parvibacter,42.3220941412234,103,185,39.30334486533239,0.9390243902439024,0.9286720249282129
Gp18,43.20034828743407,151,561,39.29392978246576,0.9924780610112829,0.909574374748627
Simkania,47.46667813987614,157,425,39.117178055144166,0.7920792079207921,0.8240976530919768
unclassfied_f:Flammeovirgaceae,44.50957115541071,119,197,39.007085192287775,0.581302717900656,0.8763752195250248
Gp13,44.4964807757171,128,315,38.958889010810104,0.6948181365221724,0.8755498936462183
Dolosigranulum,49.47146792856938,178,296,38.901307321431915,0.0695940347970174,0.7863382460694424
Kribbella,51.30064341100874,129,407,38.90099956027602,0.7383367139959433,0.7582945743703509
Croceicoccus,43.982987398053815,154,489,38.82261179989328,1.0,0.8826733720595596
Propionibacterium,52.392775173448996,148,266,38.8049807855786,0.3150650012745348,0.7406551887567074
Halobacteriovorax,61.170561258525034,185,332,38.74844896795995,0.7390326209223848,0.6334492960461398
"unclassfied_f:""Leptotrichiaceae""",45.73121246149236,138,240,38.62654083653749,0.8825831702544031,0.8446428327056207
Laceyella,44.76486155111985,134,225,38.56775846176845,0.7659574468085106,0.8615632244885972
Woesearchaeota_Incertae_Sedis_AR15,45.167260422589756,136,325,38.37802649062962,0.4294117647058823,0.8496868335949683
Lacihabitans,53.45855902429488,162,326,38.25188035393472,0.8426966292134831,0.715542675524619
unclassfied_f:Thermoactinomycetaceae_1,44.748608049751326,157,269,38.23697296637418,0.8429752066115702,0.8544840752110651
Megasphaera,44.82409400325045,108,212,38.16462966772936,0.8921822160334195,0.8514311447089554
Thermoflavimicrobium,42.93248744065921,137,410,38.09071647531067,0.96,0.8872236095790914
Desulfomicrobium,41.763466183623,125,286,38.072410878939976,0.7336683417085427,0.9116199960881018
Saccharopolyspora,41.64157561727792,87,91,38.040782637404234,0.8587870739265162,0.9135288968657649
Spongiispira,44.045091969864544,154,325,37.89667140922437,0.006891798759476223,0.8604062272171688
Amylibacter,47.378626861621754,143,202,37.80612785689087,0.7876106194690266,0.7979574411751278
Hyphomonas,40.24767355069313,101,141,37.7754629563554,0.6448771816418876,0.93857506841423
unclassfied_f:Desulfobacteraceae,49.51030185889378,153,340,37.74385931850331,0.7600553186585225,0.7623435507639345
Slackia,49.37432957874415,158,299,37.70399118277258,0.6785714285714286,0.7636355066379332
Fodinibacter,55.68938003562866,124,138,37.54791500793618,0.639866979655712,0.6742383374337078
Psychromonas,43.41629346665566,109,216,37.53856437642212,0.3339229193818656,0.8646192795166239
Salmonella,54.79567306112207,120,143,37.53761335410998,0.14120331790618068,0.6850470348678532
Acidicapsa,44.475620897634045,146,338,37.48935438837619,0.4881889763779528,0.8429191910476623
Mariprofundus,40.93554214443447,131,316,37.386034925835716,0.9917355371900827,0.9132903332249787
Haematobacter,55.81249254060142,199,407,37.359976565953936,0.805019305019305,0.6693837681371425
Kineococcus,38.94224422835438,119,151,37.340394112773,0.7391874180865007,0.958866004070329
unclassfied_f:Aeromonadaceae,42.19613133366865,136,311,37.33832506923069,0.8683473389355743,0.8848755534950694
"unclassfied_p:""Thaumarchaeota""",44.10970251193199,144,502,37.322405414701564,0.9565637065637066,0.84612689021436
Pullulanibacillus,40.49140182314468,90,99,37.255745849718,0.9441580756013745,0.9200902950320382
Malonomonas,39.39297892123482,117,277,37.253645112215374,0.9761904761904762,0.9456925099953221
Coraliomargarita,44.49916798480767,111,168,37.221489956382065,0.7256198347107438,0.8364536156965844
Peptostreptococcus,41.169566568214755,100,164,37.198944646493544,0.6748834110592938,0.9035544395362481
Veillonella,38.95646796885913,80,133,37.13300798972809,0.6792704626334519,0.953192368964541
Desulfonatronum,44.93261126476707,147,323,37.126859908968584,0.7261904761904762,0.8262787063542155
unclassfied_f:Marinilabiliaceae,56.3012713166437,155,546,37.07176188231372,0.8986995208761123,0.6584533708629529
Howardella,39.64510182846212,90,194,37.051337693054066,0.9427312775330396,0.9345754200195816
Azoarcus,51.496458221082996,132,446,37.03014439327731,0.7778315585672798,0.7190813829234749
Minicystis,40.39182986782265,127,326,37.0216347731905,0.9117647058823529,0.9165624556832235
Ornithinibacillus,41.567449834187286,156,460,37.006429718183064,1.0,0.8902742377942802
Rhodomicrobium,41.61603337594356,131,320,36.9957262591357,0.9166666666666666,0.8889777150294517
Alcanivorax,49.97825133185498,193,428,36.932794976585534,0.45527156549520764,0.7389773349882177
Hydrocarboniphaga,43.14559528478558,188,522,36.816315700292776,0.8873239436619719,0.8533041543936075
unclassfied_f:Bacillaceae_2,46.47730223010514,113,147,36.812316731591345,0.6822633297062024,0.7920493437707877
Rubritalea,41.10799105170098,105,150,36.71952081584655,0.7491849597913497,0.8932453247268857
Oceanibaculum,48.41471339447503,128,258,36.69466824910168,0.7297297297297297,0.7579238970211314
Sulfuricurvum,56.172903015782154,196,566,36.67984256345082,0.875,0.6529810744006834
unclassfied_f:Thermococcaceae,42.31988755144223,154,561,36.65633750473979,1.0,0.8661728474628371
Roseicyclus,46.03540952285351,141,328,36.64577689950008,0.898936170212766,0.7960345586001117
Amorphus,44.71504154952729,129,294,36.53522261681256,0.8743961352657005,0.8170678445271129
Blautia,49.61786114089586,127,235,36.33676983399406,0.6892123875575088,0.7323324504216627
Acidaminococcus,39.806724326675976,97,204,36.07951964432043,0.970152817574021,0.9063674606388598
Isosphaera,64.93257684284066,196,651,36.058781145602936,0.5967741935483871,0.5553265078772044
unclassfied_f:Streptosporangiaceae,39.06130688799155,123,199,36.019315100475346,0.819672131147541,0.9221226315791449
Sulfitobacter,44.933675885712645,106,146,36.00338318722313,0.662962962962963,0.8012561286727703
Curtobacterium,44.360664765563904,102,116,35.91022663133022,0.3873301667955374,0.8095060527408157
Pelagibius,47.487433494788824,154,339,35.902953293788975,0.9174406604747162,0.7560516678107881
Ilyobacter,44.173730277552224,171,362,35.737114245616276,0.75,0.8090128232565592
unclassfied_f:Methylophilaceae,45.07083833757957,134,290,35.71062360729508,0.582427536231884,0.7923221516276956
Thioalbus,52.48405248531283,187,452,35.605283203513196,0.9726027397260274,0.6784019433994164
Nitrospira,38.02936682841083,97,362,35.6010880396641,0.9386438065883259,0.9361472727194442
Christensenella,40.46294499331118,154,337,35.5876579775871,0.9629629629629629,0.879512303997398
Fulvivirga,38.06842771126234,103,258,35.549655707681175,0.9685374149659864,0.933835670264995
Thiolapillus,38.53804661614178,132,317,35.51365480484399,1.0,0.9215219224414188
Desulfospira,39.201718697337775,108,273,35.43367065757705,0.8820224719101124,0.9038805398086637
GpIIa,44.331210846596875,134,235,35.42832597836798,0.7309451994441997,0.7991734333845218
Tepidibacter,42.43397215613361,172,357,35.39600015325724,0.9047619047619048,0.834142983904959
Oceanirhabdus,38.38196313987527,124,319,35.37653168840263,1.0,0.9216967761518619
Afifella,41.36859264070622,125,294,35.30886927583972,0.7951807228915663,0.8535187450659416
Desulfosarcina,46.0090644173044,125,299,35.199496375203964,0.8533945555919974,0.7650556867651743
Desertibacter,38.71180201810506,85,348,35.03471712197499,0.9158361018826136,0.9050138535423813
Ramlibacter,44.20331304955097,120,389,35.03087374434465,0.8355437665782494,0.792494302521528
Eudoraea,38.50668384766865,102,257,35.01539296959278,0.9475308641975309,0.909332860448661
Povalibacter,36.34124573581386,91,345,34.977757937215614,0.9744671871702891,0.9624809834943401
Micrococcus,39.1262021721941,101,115,34.91161759343533,0.42261788299745645,0.8922822981844644
Desulfofaba,37.003649321281834,117,296,34.826862627463335,0.9891891891891892,0.941173729247116
Iodobacter,38.676279445855144,124,296,34.69235027624649,0.8277945619335347,0.8969929572676205
Fimbriimonas,42.42254507173013,116,376,34.63139639168067,0.8914728682170543,0.8163441475075152
Chryseolinea,38.541311152903596,95,350,34.62919410107366,0.9297365119196989,0.8984954861470713
Thermincola,42.216332532857365,159,464,34.616293013172566,1.0,0.8199739516982055
Actinoallomurus,38.2619561706125,115,372,34.55914709167846,0.8235294117647058,0.9032247838447418
Verrucosispora,42.50525420804255,142,414,34.54986464363098,0.851063829787234,0.8128375017951003
Arcticibacter,41.213060985531776,165,267,34.534408717353664,0.4246031746031746,0.837948162342935
Virgibacillus,38.73340492878478,96,106,34.52451810561589,0.9105154639175258,0.8913370298607275
Pasteurella,41.50860399075354,124,237,34.49267526261106,0.11315515446025685,0.830976519236702
unclassfied_f:Alteromonadaceae,41.99813333418417,107,142,34.36700179929117,0.845342522974102,0.8182983163996558
Methylosinus,37.95828481448075,91,345,34.292288608722735,0.8698630136986302,0.9034203936327632
unclassfied_o:Thiotrichales,39.633986018446194,112,131,34.22132147072124,0.753384912959381,0.8634337574523586
Oceanisphaera,39.98860343061338,123,210,34.2067080329967,0.4594594594594595,0.8554114197148898
Lautropia,52.90877384068921,127,232,34.16153739968039,0.7417218543046358,0.6456686655136326
Thioflavicoccus,35.04590542594946,98,358,34.08183845792056,0.6666666666666666,0.9724913094322551
Hephaestia,39.147204264754144,122,421,34.00689276777266,0.9375,0.8686927561361126
Microbacterium,40.48308799060655,153,315,34.002733035098125,0.722001982160555,0.8399243912170907
Domibacillus,37.75653315636028,134,218,33.961435519302654,0.9015384615384615,0.8994850077643233
unclassfied_f:Acidaminococcaceae,36.89699649622878,101,191,33.81912164856031,0.9711864406779661,0.9165819676411044
Desulfitibacter,36.129570681252865,110,249,33.807069535766125,1.0,0.9357174441407948
Magnetovibrio,38.828667400674036,113,298,33.79950522094841,0.8874458874458875,0.8704781153617875
Bulleidia,45.64803143335544,122,207,33.76651012837819,0.5650406504065041,0.7397144864324792
Methanosphaera,41.12589854518167,110,203,33.719784739557596,0.8134831460674158,0.8199160609831398
Methyloversatilis,57.26944405727662,174,599,33.707154519007155,0.8776758409785933,0.5885713590181838
Oligella,41.60699467071169,109,131,33.68504615608796,0.911042944785276,0.8096005592972998
Truepera,43.516644191929615,115,151,33.680359757649676,0.5638397017707363,0.7739650054150056
Blastomonas,43.66191817680992,123,169,33.644875533143434,0.3281975125301652,0.770577128492105
Nakamurella,50.04507742376624,142,473,33.57653052261034,0.8757894736842106,0.670925738375718
Chiayiivirga,38.20715669695902,141,509,33.57133546073311,1.0,0.8786661547993473
unclassfied_f:Chloroplast,47.1479629261508,123,162,33.56169817803338,0.30554858934169277,0.7118377146135036
GpIV,34.404524133074915,97,135,33.49714980743941,0.7501971608832808,0.9736263079202658
Kandleria,38.43921484375653,117,205,33.4264158975771,0.8793103448275862,0.8695915364932686
Limnohabitans,41.524876780842206,112,215,33.26926631347428,0.5052740592996049,0.8011888027762504
Holdemania,36.35627630473438,93,198,33.24809660216084,0.7001356852103121,0.9145077544102397
Paludibacterium,36.286073889463054,118,293,33.230835585066885,1.0,0.9158013536073583
unclassfied_o:Selenomonadales,42.42580495296923,148,483,33.13317994610901,0.9629629629629629,0.7809676205987964
Azorhizobium,44.39700010859632,153,495,33.12794635395593,0.9041095890410958,0.7461753333090981
unclassfied_f:Enterobacteriaceae,59.698824392061354,170,279,32.889307638186715,0.2749450817671467,0.5509205243673153
Jannaschia,34.68442099511228,95,133,32.83271388336392,0.7651139742319127,0.9466127137596069
Wenyingzhuangia,37.76416962371814,108,152,32.77112350747836,0.8215962441314554,0.8677835057412767
Ekhidna,35.8781795517182,93,175,32.74220676762312,0.9411764705882353,0.912593871169673
Anaerosolibacter,34.666784814025704,128,326,32.6800103238575,1.0,0.9426893927190969
Thermoactinomyces,40.390714939794506,132,238,32.64753697738468,0.4780701754385965,0.8082931194966063
Limimonas,39.0630521308489,138,307,32.61656551717462,0.9865125240847784,0.8349722752825206
Gemella,35.44032063044741,78,146,32.606474562024374,0.6727285444498846,0.9200389269055194
Rhodovulum,33.816835535140044,81,95,32.566126189435785,0.7983870967741935,0.9630151867875215
Cohnella,39.53670897256714,113,188,32.54900053059907,0.1448220064724919,0.8232602403296505
Byssovorax,34.4320915091954,83,333,32.533950944997244,1.0,0.9448729228751253
Thermococcus,38.04440658410692,150,422,32.47389372179875,1.0,0.8535786633971245
Coxiella,35.57344403619703,134,529,32.38869339943914,1.0,0.9104739301171595
Acidobacterium,42.1744186028287,138,250,32.31852892781367,0.9245283018867925,0.7663064482801433
Thioalkalivibrio,36.825534837010274,117,387,32.149525599994014,0.9789915966386554,0.8730226388370932
unclassfied_c:Acidobacteria_Gp1,41.31177418391577,141,323,32.01925058605836,0.7424005014102162,0.7750635555740586
Beijerinckia,49.21649927664115,150,353,32.006704361393616,0.7419354838709677,0.6503246844414319
Bauldia,35.420362888907476,94,333,31.992644243724936,0.8695652173913043,0.9032274554630271
Paenochrobactrum,38.3059604408343,141,186,31.960679171559278,0.847457627118644,0.8343526386950756
Amphibacillus,36.11269618102817,154,344,31.927300761971598,0.8421052631578947,0.8841018295040687
